Age Group,Week,Time Period,Year,State,Note,State Abbreviation,Suppress,Type,Week Ending Date,averagecount,difference,Number of Deaths,Number of Records,pctdifference
Under 25 years,6,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),2/8/2020,1220,24,1220,1,2
Under 25 years,7,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),2/15/2020,1141,-48,1141,1,-4
Under 25 years,8,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),2/22/2020,1073,-95,1073,1,-8.1
Under 25 years,9,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),2/29/2020,1180,-4,1180,1,-0.3
Under 25 years,10,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),3/7/2020,1107,-76,1107,1,-6.4
Under 25 years,11,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),3/14/2020,1142,-47,1142,1,-4
Under 25 years,12,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),3/21/2020,1152,-80,1152,1,-6.5
Under 25 years,13,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),3/28/2020,1126,-62,1126,1,-5.2
Under 25 years,14,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),4/4/2020,1110,-71,1110,1,-6
Under 25 years,15,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),4/11/2020,1222,26,1222,1,2.2
Under 25 years,16,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),4/18/2020,1091,-107,1091,1,-8.9
Under 25 years,17,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),4/25/2020,1225,27,1225,1,2.3
Under 25 years,18,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),5/2/2020,1142,-80,1142,1,-6.5
Under 25 years,19,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),5/9/2020,1241,5,1241,1,0.4
Under 25 years,20,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),5/16/2020,1226,0,1226,1,0
Under 25 years,21,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),5/23/2020,1213,-20,1213,1,-1.6
Under 25 years,22,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),5/30/2020,1189,-73,1189,1,-5.8
Under 25 years,23,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),6/6/2020,1328,69,1328,1,5.5
Under 25 years,24,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),6/13/2020,1327,35,1327,1,2.7
Under 25 years,25,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),6/20/2020,1264,9,1264,1,0.7
Under 25 years,26,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),6/27/2020,1267,16,1267,1,1.3
Under 25 years,27,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),7/4/2020,1262,20,1262,1,1.6
Under 25 years,28,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),7/11/2020,1304,61,1304,1,4.9
Under 25 years,29,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),7/18/2020,1118,-120,1118,1,-9.7
Under 25 years,30,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),7/25/2020,1165,-98,1165,1,-7.8
Under 25 years,31,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),8/1/2020,947,-271,947,1,-22.2
Under 25 years,32,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),8/8/2020,896,-338,896,1,-27.4
