Age Group,Week,Time Period,Year,State,Note,State Abbreviation,Suppress,Type,Week Ending Date,averagecount,difference,Number of Deaths,Number of Records,pctdifference
85 years and older,18,2015-2019,2016,United States,,US,,Predicted (weighted),5/7/2016,16247,,15814,1,
85 years and older,19,2015-2019,2016,United States,,US,,Predicted (weighted),5/14/2016,15801,,15847,1,
85 years and older,20,2015-2019,2016,United States,,US,,Predicted (weighted),5/21/2016,15799,,15695,1,
85 years and older,21,2015-2019,2016,United States,,US,,Predicted (weighted),5/28/2016,15710,,15615,1,
85 years and older,22,2015-2019,2016,United States,,US,,Predicted (weighted),6/4/2016,15435,,15147,1,
85 years and older,23,2015-2019,2016,United States,,US,,Predicted (weighted),6/11/2016,15529,,15127,1,
85 years and older,24,2015-2019,2016,United States,,US,,Predicted (weighted),6/18/2016,15424,,15261,1,
85 years and older,25,2015-2019,2016,United States,,US,,Predicted (weighted),6/25/2016,15275,,14968,1,
85 years and older,26,2015-2019,2016,United States,,US,,Predicted (weighted),7/2/2016,15217,,15129,1,
85 years and older,27,2015-2019,2016,United States,,US,,Predicted (weighted),7/9/2016,15184,,14967,1,
85 years and older,28,2015-2019,2016,United States,,US,,Predicted (weighted),7/16/2016,15170,,15075,1,
85 years and older,29,2015-2019,2016,United States,,US,,Predicted (weighted),7/23/2016,15066,,14794,1,
85 years and older,30,2015-2019,2016,United States,,US,,Predicted (weighted),7/30/2016,14956,,14862,1,
85 years and older,31,2015-2019,2016,United States,,US,,Predicted (weighted),8/6/2016,14919,,14770,1,
85 years and older,32,2015-2019,2016,United States,,US,,Predicted (weighted),8/13/2016,15048,,14844,1,
85 years and older,33,2015-2019,2016,United States,,US,,Predicted (weighted),8/20/2016,15001,,15104,1,
85 years and older,34,2015-2019,2016,United States,,US,,Predicted (weighted),8/27/2016,15003,,15044,1,
85 years and older,35,2015-2019,2016,United States,,US,,Predicted (weighted),9/3/2016,15085,,14898,1,
85 years and older,36,2015-2019,2016,United States,,US,,Predicted (weighted),9/10/2016,15145,,15049,1,
85 years and older,37,2015-2019,2016,United States,,US,,Predicted (weighted),9/17/2016,15454,,15414,1,
85 years and older,38,2015-2019,2016,United States,,US,,Predicted (weighted),9/24/2016,15552,,15550,1,
85 years and older,39,2015-2019,2016,United States,,US,,Predicted (weighted),10/1/2016,15540,,15692,1,
85 years and older,40,2015-2019,2016,United States,,US,,Predicted (weighted),10/8/2016,15786,,15676,1,
85 years and older,41,2015-2019,2016,United States,,US,,Predicted (weighted),10/15/2016,15938,,16315,1,
85 years and older,42,2015-2019,2016,United States,,US,,Predicted (weighted),10/22/2016,16210,,16119,1,
85 years and older,43,2015-2019,2016,United States,,US,,Predicted (weighted),10/29/2016,16251,,16134,1,
85 years and older,44,2015-2019,2016,United States,,US,,Predicted (weighted),11/5/2016,16399,,16158,1,
85 years and older,45,2015-2019,2016,United States,,US,,Predicted (weighted),11/12/2016,16446,,16531,1,
85 years and older,46,2015-2019,2016,United States,,US,,Predicted (weighted),11/19/2016,16817,,16884,1,
85 years and older,47,2015-2019,2016,United States,,US,,Predicted (weighted),11/26/2016,16857,,16805,1,
85 years and older,48,2015-2019,2016,United States,,US,,Predicted (weighted),12/3/2016,17015,,17134,1,
85 years and older,49,2015-2019,2016,United States,,US,,Predicted (weighted),12/10/2016,17403,,17500,1,
85 years and older,50,2015-2019,2016,United States,,US,,Predicted (weighted),12/17/2016,17667,,17813,1,
85 years and older,51,2015-2019,2016,United States,,US,,Predicted (weighted),12/24/2016,17881,,18089,1,
85 years and older,52,2015-2019,2016,United States,,US,,Predicted (weighted),12/31/2016,18082,,18700,1,
65-74 years,1,2015-2019,2017,United States,,US,,Predicted (weighted),1/7/2017,11119,,11095,1,
65-74 years,2,2015-2019,2017,United States,  ,US,,Predicted (weighted),1/14/2017,11229,,11424,1,
65-74 years,3,2015-2019,2017,United States,  ,US,,Predicted (weighted),1/21/2017,10909,,10916,1,
65-74 years,4,2015-2019,2017,United States,  ,US,,Predicted (weighted),1/28/2017,10755,,10792,1,
65-74 years,5,2015-2019,2017,United States,  ,US,,Predicted (weighted),2/4/2017,10737,,10797,1,
65-74 years,6,2015-2019,2017,United States,  ,US,,Predicted (weighted),2/11/2017,10944,,11084,1,
65-74 years,7,2015-2019,2017,United States,  ,US,,Predicted (weighted),2/18/2017,10759,,10783,1,
65-74 years,8,2015-2019,2017,United States,  ,US,,Predicted (weighted),2/25/2017,10681,,10893,1,
65-74 years,9,2015-2019,2017,United States,  ,US,,Predicted (weighted),3/4/2017,10680,,10693,1,
65-74 years,10,2015-2019,2017,United States,  ,US,,Predicted (weighted),3/11/2017,10694,,10671,1,
65-74 years,11,2015-2019,2017,United States,  ,US,,Predicted (weighted),3/18/2017,10551,,10684,1,
65-74 years,12,2015-2019,2017,United States,  ,US,,Predicted (weighted),3/25/2017,10376,,10600,1,
65-74 years,13,2015-2019,2017,United States,  ,US,,Predicted (weighted),4/1/2017,10342,,10503,1,
65-74 years,14,2015-2019,2017,United States,  ,US,,Predicted (weighted),4/8/2017,10366,,10395,1,
65-74 years,15,2015-2019,2017,United States,  ,US,,Predicted (weighted),4/15/2017,10274,,10259,1,
65-74 years,16,2015-2019,2017,United States,  ,US,,Predicted (weighted),4/22/2017,10086,,10062,1,
65-74 years,17,2015-2019,2017,United States,  ,US,,Predicted (weighted),4/29/2017,9987,,10082,1,
65-74 years,18,2015-2019,2017,United States,  ,US,,Predicted (weighted),5/6/2017,10024,,10064,1,
65-74 years,19,2015-2019,2017,United States,  ,US,,Predicted (weighted),5/13/2017,9840,,9994,1,
65-74 years,20,2015-2019,2017,United States,  ,US,,Predicted (weighted),5/20/2017,9707,,9787,1,
65-74 years,21,2015-2019,2017,United States,  ,US,,Predicted (weighted),5/27/2017,9731,,9782,1,
65-74 years,22,2015-2019,2017,United States,  ,US,,Predicted (weighted),6/3/2017,9597,,9560,1,
65-74 years,23,2015-2019,2017,United States,  ,US,,Predicted (weighted),6/10/2017,9738,,9705,1,
65-74 years,24,2015-2019,2017,United States,  ,US,,Predicted (weighted),6/17/2017,9691,,9626,1,
65-74 years,25,2015-2019,2017,United States,  ,US,,Predicted (weighted),6/24/2017,9691,,9856,1,
65-74 years,26,2015-2019,2017,United States,  ,US,,Predicted (weighted),7/1/2017,9637,,9726,1,
65-74 years,27,2015-2019,2017,United States,  ,US,,Predicted (weighted),7/8/2017,9664,,9776,1,
65-74 years,28,2015-2019,2017,United States,  ,US,,Predicted (weighted),7/15/2017,9581,,9542,1,
65-74 years,29,2015-2019,2017,United States,  ,US,,Predicted (weighted),7/22/2017,9538,,9719,1,
65-74 years,30,2015-2019,2017,United States,  ,US,,Predicted (weighted),7/29/2017,9525,,9467,1,
65-74 years,31,2015-2019,2017,United States,  ,US,,Predicted (weighted),8/5/2017,9548,,9560,1,
65-74 years,32,2015-2019,2017,United States,  ,US,,Predicted (weighted),8/12/2017,9525,,9645,1,
65-74 years,33,2015-2019,2017,United States,  ,US,,Predicted (weighted),8/19/2017,9639,,9669,1,
65-74 years,34,2015-2019,2017,United States,  ,US,,Predicted (weighted),8/26/2017,9498,,9286,1,
65-74 years,35,2015-2019,2017,United States,  ,US,,Predicted (weighted),9/2/2017,9664,,9852,1,
65-74 years,36,2015-2019,2017,United States,  ,US,,Predicted (weighted),9/9/2017,9570,,9753,1,
65-74 years,37,2015-2019,2017,United States,  ,US,,Predicted (weighted),9/16/2017,9723,,9941,1,
65-74 years,38,2015-2019,2017,United States,  ,US,,Predicted (weighted),9/23/2017,9669,,9757,1,
65-74 years,39,2015-2019,2017,United States,  ,US,,Predicted (weighted),9/30/2017,9750,,9805,1,
65-74 years,40,2015-2019,2017,United States,  ,US,,Predicted (weighted),10/7/2017,9858,,9786,1,
65-74 years,41,2015-2019,2017,United States,  ,US,,Predicted (weighted),10/14/2017,9854,,9815,1,
65-74 years,42,2015-2019,2017,United States,  ,US,,Predicted (weighted),10/21/2017,9991,,10023,1,
65-74 years,43,2015-2019,2017,United States,  ,US,,Predicted (weighted),10/28/2017,10021,,10031,1,
65-74 years,44,2015-2019,2017,United States,  ,US,,Predicted (weighted),11/4/2017,10053,,10292,1,
65-74 years,45,2015-2019,2017,United States,  ,US,,Predicted (weighted),11/11/2017,10157,,10299,1,
65-74 years,46,2015-2019,2017,United States,  ,US,,Predicted (weighted),11/18/2017,10264,,10218,1,
65-74 years,47,2015-2019,2017,United States,  ,US,,Predicted (weighted),11/25/2017,10296,,10374,1,
65-74 years,48,2015-2019,2017,United States,  ,US,,Predicted (weighted),12/2/2017,10389,,10568,1,
65-74 years,49,2015-2019,2017,United States,  ,US,,Predicted (weighted),12/9/2017,10599,,10662,1,
65-74 years,50,2015-2019,2017,United States,  ,US,,Predicted (weighted),12/16/2017,10572,,10800,1,
65-74 years,51,2015-2019,2017,United States,  ,US,,Predicted (weighted),12/23/2017,10733,,11169,1,
65-74 years,52,2015-2019,2017,United States,  ,US,,Predicted (weighted),12/30/2017,10873,,11766,1,
75-84 years,1,2015-2019,2017,United States,,US,,Predicted (weighted),1/7/2017,14322,,14030,1,
75-84 years,2,2015-2019,2017,United States,  ,US,,Predicted (weighted),1/14/2017,14432,,14183,1,
75-84 years,3,2015-2019,2017,United States,  ,US,,Predicted (weighted),1/21/2017,14193,,14051,1,
75-84 years,4,2015-2019,2017,United States,  ,US,,Predicted (weighted),1/28/2017,14016,,13745,1,
75-84 years,5,2015-2019,2017,United States,  ,US,,Predicted (weighted),2/4/2017,13846,,13785,1,
75-84 years,6,2015-2019,2017,United States,  ,US,,Predicted (weighted),2/11/2017,13895,,13832,1,
75-84 years,7,2015-2019,2017,United States,  ,US,,Predicted (weighted),2/18/2017,13801,,13704,1,
75-84 years,8,2015-2019,2017,United States,  ,US,,Predicted (weighted),2/25/2017,13599,,13756,1,
75-84 years,9,2015-2019,2017,United States,  ,US,,Predicted (weighted),3/4/2017,13434,,13461,1,
75-84 years,10,2015-2019,2017,United States,  ,US,,Predicted (weighted),3/11/2017,13477,,13707,1,
75-84 years,11,2015-2019,2017,United States,  ,US,,Predicted (weighted),3/18/2017,13247,,13454,1,
75-84 years,12,2015-2019,2017,United States,  ,US,,Predicted (weighted),3/25/2017,13131,,13239,1,
75-84 years,13,2015-2019,2017,United States,  ,US,,Predicted (weighted),4/1/2017,13020,,13089,1,
75-84 years,14,2015-2019,2017,United States,  ,US,,Predicted (weighted),4/8/2017,12986,,12977,1,
75-84 years,15,2015-2019,2017,United States,  ,US,,Predicted (weighted),4/15/2017,12927,,12934,1,
75-84 years,16,2015-2019,2017,United States,  ,US,,Predicted (weighted),4/22/2017,12577,,12239,1,
75-84 years,17,2015-2019,2017,United States,  ,US,,Predicted (weighted),4/29/2017,12532,,12420,1,
75-84 years,18,2015-2019,2017,United States,  ,US,,Predicted (weighted),5/6/2017,12417,,12399,1,
75-84 years,19,2015-2019,2017,United States,  ,US,,Predicted (weighted),5/13/2017,12263,,12275,1,
75-84 years,20,2015-2019,2017,United States,  ,US,,Predicted (weighted),5/20/2017,12103,,12287,1,
75-84 years,21,2015-2019,2017,United States,  ,US,,Predicted (weighted),5/27/2017,12074,,11876,1,
75-84 years,22,2015-2019,2017,United States,  ,US,,Predicted (weighted),6/3/2017,11866,,11920,1,
75-84 years,23,2015-2019,2017,United States,  ,US,,Predicted (weighted),6/10/2017,11950,,11897,1,
75-84 years,24,2015-2019,2017,United States,  ,US,,Predicted (weighted),6/17/2017,11801,,11835,1,
75-84 years,25,2015-2019,2017,United States,  ,US,,Predicted (weighted),6/24/2017,11820,,11698,1,
75-84 years,26,2015-2019,2017,United States,  ,US,,Predicted (weighted),7/1/2017,11855,,11830,1,
75-84 years,27,2015-2019,2017,United States,  ,US,,Predicted (weighted),7/8/2017,11738,,11517,1,
75-84 years,28,2015-2019,2017,United States,  ,US,,Predicted (weighted),7/15/2017,11802,,11615,1,
75-84 years,29,2015-2019,2017,United States,  ,US,,Predicted (weighted),7/22/2017,11703,,11737,1,
75-84 years,30,2015-2019,2017,United States,  ,US,,Predicted (weighted),7/29/2017,11643,,11403,1,
75-84 years,31,2015-2019,2017,United States,  ,US,,Predicted (weighted),8/5/2017,11645,,11600,1,
75-84 years,32,2015-2019,2017,United States,  ,US,,Predicted (weighted),8/12/2017,11676,,11472,1,
75-84 years,33,2015-2019,2017,United States,  ,US,,Predicted (weighted),8/19/2017,11718,,11627,1,
75-84 years,34,2015-2019,2017,United States,  ,US,,Predicted (weighted),8/26/2017,11705,,11624,1,
75-84 years,35,2015-2019,2017,United States,  ,US,,Predicted (weighted),9/2/2017,11755,,11855,1,
75-84 years,36,2015-2019,2017,United States,  ,US,,Predicted (weighted),9/9/2017,11790,,11754,1,
75-84 years,37,2015-2019,2017,United States,  ,US,,Predicted (weighted),9/16/2017,11827,,11947,1,
75-84 years,38,2015-2019,2017,United States,  ,US,,Predicted (weighted),9/23/2017,11876,,11908,1,
75-84 years,39,2015-2019,2017,United States,  ,US,,Predicted (weighted),9/30/2017,11954,,11848,1,
75-84 years,40,2015-2019,2017,United States,  ,US,,Predicted (weighted),10/7/2017,12252,,12210,1,
75-84 years,41,2015-2019,2017,United States,  ,US,,Predicted (weighted),10/14/2017,12175,,12124,1,
75-84 years,42,2015-2019,2017,United States,  ,US,,Predicted (weighted),10/21/2017,12370,,12230,1,
75-84 years,43,2015-2019,2017,United States,  ,US,,Predicted (weighted),10/28/2017,12529,,12573,1,
75-84 years,44,2015-2019,2017,United States,  ,US,,Predicted (weighted),11/4/2017,12546,,12593,1,
75-84 years,45,2015-2019,2017,United States,  ,US,,Predicted (weighted),11/11/2017,12546,,12457,1,
75-84 years,46,2015-2019,2017,United States,  ,US,,Predicted (weighted),11/18/2017,12782,,12618,1,
75-84 years,47,2015-2019,2017,United States,  ,US,,Predicted (weighted),11/25/2017,12797,,12912,1,
75-84 years,48,2015-2019,2017,United States,  ,US,,Predicted (weighted),12/2/2017,12902,,12870,1,
75-84 years,49,2015-2019,2017,United States,  ,US,,Predicted (weighted),12/9/2017,13202,,13151,1,
75-84 years,50,2015-2019,2017,United States,  ,US,,Predicted (weighted),12/16/2017,13308,,13745,1,
75-84 years,51,2015-2019,2017,United States,  ,US,,Predicted (weighted),12/23/2017,13567,,14113,1,
75-84 years,52,2015-2019,2017,United States,  ,US,,Predicted (weighted),12/30/2017,13684,,14482,1,
85 years and older,1,2015-2019,2017,United States,,US,,Predicted (weighted),1/7/2017,19741,,19318,1,
85 years and older,2,2015-2019,2017,United States,  ,US,,Predicted (weighted),1/14/2017,20073,,20113,1,
85 years and older,3,2015-2019,2017,United States,  ,US,,Predicted (weighted),1/21/2017,19551,,19523,1,
85 years and older,4,2015-2019,2017,United States,  ,US,,Predicted (weighted),1/28/2017,19153,,19162,1,
85 years and older,5,2015-2019,2017,United States,  ,US,,Predicted (weighted),2/4/2017,18838,,19262,1,
85 years and older,6,2015-2019,2017,United States,  ,US,,Predicted (weighted),2/11/2017,18568,,19146,1,
85 years and older,7,2015-2019,2017,United States,  ,US,,Predicted (weighted),2/18/2017,18616,,19318,1,
85 years and older,8,2015-2019,2017,United States,  ,US,,Predicted (weighted),2/25/2017,18358,,19027,1,
85 years and older,9,2015-2019,2017,United States,  ,US,,Predicted (weighted),3/4/2017,18004,,18417,1,
85 years and older,10,2015-2019,2017,United States,  ,US,,Predicted (weighted),3/11/2017,18120,,18450,1,
85 years and older,11,2015-2019,2017,United States,  ,US,,Predicted (weighted),3/18/2017,17705,,18008,1,
85 years and older,12,2015-2019,2017,United States,  ,US,,Predicted (weighted),3/25/2017,17863,,18740,1,
85 years and older,13,2015-2019,2017,United States,  ,US,,Predicted (weighted),4/1/2017,17406,,17792,1,
85 years and older,14,2015-2019,2017,United States,  ,US,,Predicted (weighted),4/8/2017,17124,,17222,1,
85 years and older,15,2015-2019,2017,United States,  ,US,,Predicted (weighted),4/15/2017,17070,,17327,1,
85 years and older,16,2015-2019,2017,United States,  ,US,,Predicted (weighted),4/22/2017,16739,,16844,1,
85 years and older,17,2015-2019,2017,United States,  ,US,,Predicted (weighted),4/29/2017,16421,,16729,1,
85 years and older,18,2015-2019,2017,United States,  ,US,,Predicted (weighted),5/6/2017,16247,,16059,1,
85 years and older,19,2015-2019,2017,United States,  ,US,,Predicted (weighted),5/13/2017,15801,,15760,1,
85 years and older,20,2015-2019,2017,United States,  ,US,,Predicted (weighted),5/20/2017,15799,,16030,1,
85 years and older,21,2015-2019,2017,United States,  ,US,,Predicted (weighted),5/27/2017,15710,,15608,1,
85 years and older,22,2015-2019,2017,United States,  ,US,,Predicted (weighted),6/3/2017,15435,,15701,1,
85 years and older,23,2015-2019,2017,United States,  ,US,,Predicted (weighted),6/10/2017,15529,,15701,1,
85 years and older,24,2015-2019,2017,United States,  ,US,,Predicted (weighted),6/17/2017,15424,,15247,1,
85 years and older,25,2015-2019,2017,United States,  ,US,,Predicted (weighted),6/24/2017,15275,,15313,1,
85 years and older,26,2015-2019,2017,United States,  ,US,,Predicted (weighted),7/1/2017,15217,,14987,1,
85 years and older,27,2015-2019,2017,United States,  ,US,,Predicted (weighted),7/8/2017,15184,,15249,1,
85 years and older,28,2015-2019,2017,United States,  ,US,,Predicted (weighted),7/15/2017,15170,,14942,1,
85 years and older,29,2015-2019,2017,United States,  ,US,,Predicted (weighted),7/22/2017,15066,,14854,1,
85 years and older,30,2015-2019,2017,United States,  ,US,,Predicted (weighted),7/29/2017,14956,,14889,1,
85 years and older,31,2015-2019,2017,United States,  ,US,,Predicted (weighted),8/5/2017,14919,,15088,1,
85 years and older,32,2015-2019,2017,United States,  ,US,,Predicted (weighted),8/12/2017,15048,,15117,1,
85 years and older,33,2015-2019,2017,United States,  ,US,,Predicted (weighted),8/19/2017,15001,,15066,1,
85 years and older,34,2015-2019,2017,United States,  ,US,,Predicted (weighted),8/26/2017,15003,,14954,1,
85 years and older,35,2015-2019,2017,United States,  ,US,,Predicted (weighted),9/2/2017,15085,,15289,1,
85 years and older,36,2015-2019,2017,United States,  ,US,,Predicted (weighted),9/9/2017,15145,,15376,1,
85 years and older,37,2015-2019,2017,United States,  ,US,,Predicted (weighted),9/16/2017,15454,,15924,1,
85 years and older,38,2015-2019,2017,United States,  ,US,,Predicted (weighted),9/23/2017,15552,,15622,1,
85 years and older,39,2015-2019,2017,United States,  ,US,,Predicted (weighted),9/30/2017,15540,,15781,1,
85 years and older,40,2015-2019,2017,United States,  ,US,,Predicted (weighted),10/7/2017,15786,,16020,1,
85 years and older,41,2015-2019,2017,United States,  ,US,,Predicted (weighted),10/14/2017,15938,,15777,1,
85 years and older,42,2015-2019,2017,United States,  ,US,,Predicted (weighted),10/21/2017,16210,,16101,1,
85 years and older,43,2015-2019,2017,United States,  ,US,,Predicted (weighted),10/28/2017,16251,,16275,1,
85 years and older,44,2015-2019,2017,United States,  ,US,,Predicted (weighted),11/4/2017,16399,,16645,1,
85 years and older,45,2015-2019,2017,United States,  ,US,,Predicted (weighted),11/11/2017,16446,,16442,1,
85 years and older,46,2015-2019,2017,United States,  ,US,,Predicted (weighted),11/18/2017,16817,,16913,1,
85 years and older,47,2015-2019,2017,United States,  ,US,,Predicted (weighted),11/25/2017,16857,,16734,1,
85 years and older,48,2015-2019,2017,United States,  ,US,,Predicted (weighted),12/2/2017,17015,,17154,1,
85 years and older,49,2015-2019,2017,United States,  ,US,,Predicted (weighted),12/9/2017,17403,,17505,1,
85 years and older,50,2015-2019,2017,United States,  ,US,,Predicted (weighted),12/16/2017,17667,,18177,1,
85 years and older,51,2015-2019,2017,United States,  ,US,,Predicted (weighted),12/23/2017,17881,,19199,1,
85 years and older,52,2015-2019,2017,United States,  ,US,,Predicted (weighted),12/30/2017,18082,,19633,1,
65-74 years,1,2015-2019,2018,United States,  ,US,,Predicted (weighted),1/6/2018,11119,,12292,1,
65-74 years,2,2015-2019,2018,United States,  ,US,,Predicted (weighted),1/13/2018,11229,,12613,1,
65-74 years,3,2015-2019,2018,United States,  ,US,,Predicted (weighted),1/20/2018,10909,,12135,1,
65-74 years,4,2015-2019,2018,United States,  ,US,,Predicted (weighted),1/27/2018,10755,,11522,1,
65-74 years,5,2015-2019,2018,United States,  ,US,,Predicted (weighted),2/3/2018,10737,,11583,1,
65-74 years,6,2015-2019,2018,United States,  ,US,,Predicted (weighted),2/10/2018,10944,,11493,1,
65-74 years,7,2015-2019,2018,United States,  ,US,,Predicted (weighted),2/17/2018,10759,,11353,1,
65-74 years,8,2015-2019,2018,United States,  ,US,,Predicted (weighted),2/24/2018,10681,,11007,1,
65-74 years,9,2015-2019,2018,United States,  ,US,,Predicted (weighted),3/3/2018,10680,,10780,1,
65-74 years,10,2015-2019,2018,United States,  ,US,,Predicted (weighted),3/10/2018,10694,,10913,1,
65-74 years,11,2015-2019,2018,United States,  ,US,,Predicted (weighted),3/17/2018,10551,,10745,1,
65-74 years,12,2015-2019,2018,United States,  ,US,,Predicted (weighted),3/24/2018,10376,,10381,1,
65-74 years,13,2015-2019,2018,United States,  ,US,,Predicted (weighted),3/31/2018,10342,,10398,1,
65-74 years,14,2015-2019,2018,United States,  ,US,,Predicted (weighted),4/7/2018,10366,,10656,1,
65-74 years,15,2015-2019,2018,United States,  ,US,,Predicted (weighted),4/14/2018,10274,,10518,1,
65-74 years,16,2015-2019,2018,United States,  ,US,,Predicted (weighted),4/21/2018,10086,,10501,1,
65-74 years,17,2015-2019,2018,United States,  ,US,,Predicted (weighted),4/28/2018,9987,,10380,1,
65-74 years,18,2015-2019,2018,United States,  ,US,,Predicted (weighted),5/5/2018,10024,,10302,1,
65-74 years,19,2015-2019,2018,United States,  ,US,,Predicted (weighted),5/12/2018,9840,,10000,1,
65-74 years,20,2015-2019,2018,United States,  ,US,,Predicted (weighted),5/19/2018,9707,,9839,1,
65-74 years,21,2015-2019,2018,United States,  ,US,,Predicted (weighted),5/26/2018,9731,,9694,1,
65-74 years,22,2015-2019,2018,United States,  ,US,,Predicted (weighted),6/2/2018,9597,,9959,1,
65-74 years,23,2015-2019,2018,United States,  ,US,,Predicted (weighted),6/9/2018,9738,,9985,1,
65-74 years,24,2015-2019,2018,United States,  ,US,,Predicted (weighted),6/16/2018,9691,,9954,1,
65-74 years,25,2015-2019,2018,United States,  ,US,,Predicted (weighted),6/23/2018,9691,,9849,1,
65-74 years,26,2015-2019,2018,United States,  ,US,,Predicted (weighted),6/30/2018,9637,,10007,1,
65-74 years,27,2015-2019,2018,United States,  ,US,,Predicted (weighted),7/7/2018,9664,,9990,1,
65-74 years,28,2015-2019,2018,United States,  ,US,,Predicted (weighted),7/14/2018,9581,,9834,1,
65-74 years,29,2015-2019,2018,United States,  ,US,,Predicted (weighted),7/21/2018,9538,,9672,1,
65-74 years,30,2015-2019,2018,United States,  ,US,,Predicted (weighted),7/28/2018,9525,,9786,1,
65-74 years,31,2015-2019,2018,United States,  ,US,,Predicted (weighted),8/4/2018,9548,,9813,1,
65-74 years,32,2015-2019,2018,United States,  ,US,,Predicted (weighted),8/11/2018,9525,,9745,1,
65-74 years,33,2015-2019,2018,United States,  ,US,,Predicted (weighted),8/18/2018,9639,,9809,1,
65-74 years,34,2015-2019,2018,United States,  ,US,,Predicted (weighted),8/25/2018,9498,,9872,1,
65-74 years,35,2015-2019,2018,United States,  ,US,,Predicted (weighted),9/1/2018,9664,,9903,1,
65-74 years,36,2015-2019,2018,United States,  ,US,,Predicted (weighted),9/8/2018,9570,,9682,1,
65-74 years,37,2015-2019,2018,United States,  ,US,,Predicted (weighted),9/15/2018,9723,,9890,1,
65-74 years,38,2015-2019,2018,United States,  ,US,,Predicted (weighted),9/22/2018,9669,,10067,1,
65-74 years,39,2015-2019,2018,United States,  ,US,,Predicted (weighted),9/29/2018,9750,,10096,1,
65-74 years,40,2015-2019,2018,United States,  ,US,,Predicted (weighted),10/6/2018,9858,,10206,1,
65-74 years,41,2015-2019,2018,United States,  ,US,,Predicted (weighted),10/13/2018,9854,,10076,1,
65-74 years,42,2015-2019,2018,United States,  ,US,,Predicted (weighted),10/20/2018,9991,,10296,1,
65-74 years,43,2015-2019,2018,United States,  ,US,,Predicted (weighted),10/27/2018,10021,,10349,1,
65-74 years,44,2015-2019,2018,United States,  ,US,,Predicted (weighted),11/3/2018,10053,,10273,1,
65-74 years,45,2015-2019,2018,United States,  ,US,,Predicted (weighted),11/10/2018,10157,,10297,1,
65-74 years,46,2015-2019,2018,United States,  ,US,,Predicted (weighted),11/17/2018,10264,,10577,1,
65-74 years,47,2015-2019,2018,United States,  ,US,,Predicted (weighted),11/24/2018,10296,,10595,1,
65-74 years,48,2015-2019,2018,United States,  ,US,,Predicted (weighted),12/1/2018,10389,,10820,1,
65-74 years,49,2015-2019,2018,United States,  ,US,,Predicted (weighted),12/8/2018,10599,,10812,1,
65-74 years,50,2015-2019,2018,United States,  ,US,,Predicted (weighted),12/15/2018,10572,,10746,1,
65-74 years,51,2015-2019,2018,United States,  ,US,,Predicted (weighted),12/22/2018,10733,,10885,1,
65-74 years,52,2015-2019,2018,United States,  ,US,,Predicted (weighted),12/29/2018,10873,,10909,1,
75-84 years,1,2015-2019,2018,United States,  ,US,,Predicted (weighted),1/6/2018,14322,,15735,1,
75-84 years,2,2015-2019,2018,United States,  ,US,,Predicted (weighted),1/13/2018,14432,,16022,1,
75-84 years,3,2015-2019,2018,United States,  ,US,,Predicted (weighted),1/20/2018,14193,,15534,1,
75-84 years,4,2015-2019,2018,United States,  ,US,,Predicted (weighted),1/27/2018,14016,,15065,1,
75-84 years,5,2015-2019,2018,United States,  ,US,,Predicted (weighted),2/3/2018,13846,,14528,1,
75-84 years,6,2015-2019,2018,United States,  ,US,,Predicted (weighted),2/10/2018,13895,,14815,1,
75-84 years,7,2015-2019,2018,United States,  ,US,,Predicted (weighted),2/17/2018,13801,,14303,1,
75-84 years,8,2015-2019,2018,United States,  ,US,,Predicted (weighted),2/24/2018,13599,,13766,1,
75-84 years,9,2015-2019,2018,United States,  ,US,,Predicted (weighted),3/3/2018,13434,,13571,1,
75-84 years,10,2015-2019,2018,United States,  ,US,,Predicted (weighted),3/10/2018,13477,,13576,1,
75-84 years,11,2015-2019,2018,United States,  ,US,,Predicted (weighted),3/17/2018,13247,,13461,1,
75-84 years,12,2015-2019,2018,United States,  ,US,,Predicted (weighted),3/24/2018,13131,,13257,1,
75-84 years,13,2015-2019,2018,United States,  ,US,,Predicted (weighted),3/31/2018,13020,,13090,1,
75-84 years,14,2015-2019,2018,United States,  ,US,,Predicted (weighted),4/7/2018,12986,,13082,1,
75-84 years,15,2015-2019,2018,United States,  ,US,,Predicted (weighted),4/14/2018,12927,,13240,1,
75-84 years,16,2015-2019,2018,United States,  ,US,,Predicted (weighted),4/21/2018,12577,,12755,1,
75-84 years,17,2015-2019,2018,United States,  ,US,,Predicted (weighted),4/28/2018,12532,,12920,1,
75-84 years,18,2015-2019,2018,United States,  ,US,,Predicted (weighted),5/5/2018,12417,,12710,1,
75-84 years,19,2015-2019,2018,United States,  ,US,,Predicted (weighted),5/12/2018,12263,,12236,1,
75-84 years,20,2015-2019,2018,United States,  ,US,,Predicted (weighted),5/19/2018,12103,,12079,1,
75-84 years,21,2015-2019,2018,United States,  ,US,,Predicted (weighted),5/26/2018,12074,,12081,1,
75-84 years,22,2015-2019,2018,United States,  ,US,,Predicted (weighted),6/2/2018,11866,,12070,1,
75-84 years,23,2015-2019,2018,United States,  ,US,,Predicted (weighted),6/9/2018,11950,,12096,1,
75-84 years,24,2015-2019,2018,United States,  ,US,,Predicted (weighted),6/16/2018,11801,,11952,1,
75-84 years,25,2015-2019,2018,United States,  ,US,,Predicted (weighted),6/23/2018,11820,,12001,1,
75-84 years,26,2015-2019,2018,United States,  ,US,,Predicted (weighted),6/30/2018,11855,,11900,1,
